_5_digit_ntd_id,_4_digit_ntd_id,agency,organization_type,mode,type_of_service,primary_uza_code,primary_uza_name,primary_uza_sq_miles,primary_uza_population,service_area_sq_miles,service_area_population,year,incident_number,incident_date,incident_time,event_type,safety_security,collision_with,property_damage,total_injuries,total_fatalities,number_of_transit_vehicles_involved,number_of_vehicles_involved,location_type,weather,lighting,road_configuration,path_condition,rail_grade_crossing_control,right_of_way_condition,intersection,vehicle_action,action_type,transit_y_n,fuel_type,vehicle_speed,non_rail_transit_vehicle_type,manufacturer,transit_vehicle_rider_fatalities,people_waiting_or_leaving_fatalities,transit_vehicle_operator_fatalities,transit_employee_fatalities,other_worker_fatalities,pedestrian_or_bicyclist_fatalities,pedestrian_in_crosswalk_fatalities,pedestrian_not_in_crosswalk_fatalities,pedestrian_crossing_tracks_fatalities,pedestrian_walking_along_tracks_fatalities,occupant_of_other_vehicle_fatalities,other_fatalities,suicide_fatalities,transit_vehicle_rider_injuries,people_waiting_or_leaveing_injuries,transit_vehicle_operator_injuries,transit_employee_injuries,other_worker_injuries,pedestrian_or_bicyclist_injuries,pederstiran_in_crosswalk_injuries,pedestrian_not_in_crosswalk_injuries,pedestrian_crossing_tracks_injuries,pedestrian_walking_along_tracks_injuries,occupant_of_other_vehicle_injuries,other_injuries,suicide_injuries,intentional_y_n,life_safety_y_n,evacuation_comment,evacuation_location,fire_type,fire_fuel,towed_y_n,other_event_type_description,manufacturer_description,self_evacuation_y_n
20071,2071,Town of Huntington,"City, County or Local Government Unit or Department of Transportation",MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,204088,2015,2,2015-08-18T00:00:00.000,16:25:25,Non-Rail Collision,SFT,Motor Vehicle,5000,3,0,1,1,Bus Stop,Clear,Daylight,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N",Diesel,0,Transit: bus,Arboc Mobility LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,,,,,,"N,Y",,,
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,9,2015-07-30T00:00:00.000,17:55:24,Non-Rail Collision,SFT,Person,1500,1,0,1,0,Roadway: intersection,Raining,Daylight,Intersection or grade crossing,Wet,Not applicable,Wet,No control device / indivisual / sign,Making a turn,Other front impact,Y,Diesel,15,Transit: demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,N,,,
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,10,2015-08-05T00:00:00.000,17:22:55,Non-Rail Collision,SFT,Motor Vehicle,3245,1,0,1,2,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Going Straight,Side Impact,"Y,N,N",Diesel,35,Transit: demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"Y,Y,Y",,,
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,11,2015-09-30T00:00:00.000,11:50:43,Non-Rail Collision,SFT,Motor Vehicle,50000,3,1,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Going Straight,Head-On,"Y,N",Diesel,40,Transit: bus,Gillig Corporation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,"Y,Y",,,
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,12,2015-07-20T00:00:00.000,18:05:39,Non-Rail Collision,SFT,Motor Vehicle,57743,2,1,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Going Straight,Head-On,"Y,N",Diesel,30,Transit: bus,Gillig Corporation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"Y,Y",,,
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2015,16,2015-09-17T00:00:00.000,15:20:40,Non-Rail Collision,SFT,Motor Vehicle,5000,5,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Going Straight,Other front impact,"Y,N",Compressed natural gas,25,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,"Y,Y",,,
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2015,17,2015-09-04T00:00:00.000,10:00:58,Non-Rail Collision,SFT,Motor Vehicle,6000,1,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Going Straight,Other front impact,"Y,N",Compressed natural gas,30,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"Y,Y",,,
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2015,18,2015-09-08T00:00:00.000,12:15:55,Non-Rail Collision,SFT,Motor Vehicle,800,1,0,1,1,Bus Stop,Clear,Daylight,Street,Dry,,Dry,,Stopped,Side Impact,"Y,N",Compressed natural gas,0,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,,
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2015,19,2015-09-05T00:00:00.000,08:30:15,Other,SFT,,0,2,0,0,0,Not a securement issue,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,Slip/Trip/Fall,,
20071,2071,Town of Huntington,"City, County or Local Government Unit or Department of Transportation",MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,204088,2015,3,2015-10-30T00:00:00.000,16:00:28,Non-Rail Collision,SFT,Motor Vehicle,7400,1,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Stop sign,Going Straight,Side Impact,"Y,N",Diesel,30,Transit: bus,Gillig Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,,
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,13,2015-10-09T00:00:00.000,18:02:13,Non-Rail Collision,SFT,Person,3256,1,0,1,0,Roadway: intersection,Raining,Twilight,Intersection or grade crossing,Wet,Not applicable,Wet,Trafic Signal,Making a turn,Other front impact,Y,Diesel,15,Transit: demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,Y,,,
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2015,20,2015-11-17T00:00:00.000,17:03:52,Non-Rail Collision,SFT,Person,0,1,0,1,0,Roadway: intersection,Clear,Dark,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Making a turn,Other front impact,Y,Compressed natural gas,5,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,N,,,
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2015,2078854,2015-11-21T00:00:00.000,15:26:54,Non-Rail Collision,SFT,Motor Vehicle,3000,1,0,1,1,Bus Stop,Clear,Daylight,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N",Compressed natural gas,0,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,N",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,2073954,2015-10-16T00:00:00.000,19:25:43,Non-Rail Collision,SFT,Motor Vehicle,44118,1,0,1,1,Bus Stop,Clear,Dark,Street,Dry,,Dry,,Parked,Rear-ended,"Y,N",Diesel,0,Transit: bus,Gillig Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"Y,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,15,2015-10-29T00:00:00.000,08:50:31,Non-Rail Collision,SFT,Motor Vehicle,1987,1,0,1,1,Roadway: intersection,Cloudy,Daylight,Intersection or grade crossing,Wet,Not applicable,Wet,Trafic Signal,Stopped,Rear-ended,"Y,N",Diesel,0,Transit: bus,Gillig Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Y,Y",,,
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,16,2015-11-18T00:00:00.000,14:45:00,Non-Rail Collision,SFT,Person,1250,1,0,1,0,Roadway: not a grade crossing or intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,No control device / indivisual / sign,Making a turn,Side Impact,Y,Diesel,10,Transit: bus,Gillig Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,N,,,
20217,2217,"Hampton Jitney, Inc.",Private-For-Profit Corporation,CB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,1215,9908805,2015,2145206,2015-12-14T00:00:00.000,09:30:00,Non-Rail Collision,SFT,Motor Vehicle,135000,0,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Limited access highway,Dry,,Dry,,Going Straight,Rear-ending,"Y,N",Electric Propulsion,60,Transit: over-the-road bus/coach,Prevost Car Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Y,Y",,",",
20217,2217,"Hampton Jitney, Inc.",Private-For-Profit Corporation,CB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,1215,9908805,2015,2145208,2015-12-29T00:00:00.000,09:00:00,Non-Rail Collision,SFT,Motor Vehicle,125000,2,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Limited access highway,Dry,,Dry,,Going Straight,Rear-ending,"Y,N",Gasoline,60,Transit: over-the-road bus/coach,Van Hool N.V.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,"Y,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2015,2143332,2015-12-20T00:00:00.000,18:43:00,Non-Rail Collision,SFT,Motor Vehicle,5000,3,0,1,1,Roadway: not a grade crossing or intersection,Clear,Dark,Street,Dry,,Dry,,Going Straight,Head-On,"Y,N",Diesel,20,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,"N,N",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,2143314,2015-09-28T00:00:00.000,06:01:00,Non-Rail Collision,SFT,Motor Vehicle,11711,2,0,1,1,Roadway: not a grade crossing or intersection,Clear,Twilight,Street,Dry,,Dry,,Going Straight,Rear-ended,"Y,N",Electric Propulsion,35,Transit: demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"Y,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2015,2143333,2015-11-04T00:00:00.000,06:20:00,Non-Rail Collision,SFT,Motor Vehicle,6691,1,0,1,1,Roadway: intersection,Clear,Twilight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Stopped,Rear-ended,"Y,N",Electric Propulsion,0,Transit: demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"Y,Y",,",",
20071,2071,Town of Huntington,"City, County or Local Government Unit or Department of Transportation",MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,204240,2016,2163354,2016-02-10T00:00:00.000,17:40:00,Non-Rail Collision,SFT,Motor Vehicle,5500,3,0,1,1,Roadway: not a grade crossing or intersection,Clear,Twilight,Street,Dry,,Dry,,Going Straight,Side Impact,"Y,N",Diesel,30,Transit: bus,Gillig Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,2161213,2016-01-04T00:00:00.000,06:53:00,Non-Rail Collision,SFT,Motor Vehicle,44000,1,1,1,1,Roadway: not a grade crossing or intersection,Cloudy,Twilight,Street,Ice,,Ice,,Going Straight,Other front impact,"Y,N",Diesel,35,Transit: bus,Gillig Corporation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"Y,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,2165529,2016-01-30T00:00:00.000,09:53:00,Non-Rail Collision,SFT,Motor Vehicle,2487,1,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,No control device / indivisual / sign,Going Straight,Side Impact,"Y,N",Diesel,40,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Y,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2016,2163504,2016-01-10T00:00:00.000,14:49:00,Assault,SEC,,0,1,0,0,0,In or on vehicle,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Y,,,,,,,,,
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2016,2163385,2016-01-06T00:00:00.000,08:10:00,Non-Rail Collision,SFT,Motor Vehicle,8000,1,0,1,1,Bus Stop,Clear,Daylight,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N",Compressed natural gas,0,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2016,2163503,2016-01-15T00:00:00.000,07:15:00,Non-Rail Collision,SFT,Motor Vehicle,15000,1,0,1,2,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Stopped,Other front impact,"Y,N,N",Compressed natural gas,0,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y,Y",,",,",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2016,2177563,2016-02-18T00:00:00.000,11:30:00,Non-Rail Collision,SFT,Motor Vehicle,10000,2,0,1,1,Bus Stop,Clear,Daylight,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N",Compressed natural gas,0,Transit: bus,New Flyer of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,2184536,2016-03-18T00:00:00.000,15:15:00,Non-Rail Collision,SFT,Motor Vehicle,4474,1,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Going Straight,Rear-ended,"Y,N",Diesel,25,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"Y,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1501587,2016,2190054,2016-02-17T00:00:00.000,15:36:00,Non-Rail Collision,SFT,Motor Vehicle,4100,2,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,No control device / indivisual / sign,Going Straight,Rear-ended,"Y,N",Diesel,35,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,"N,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2016,2185906,2016-03-07T00:00:00.000,12:26:00,Non-Rail Collision,SFT,Person,0,1,0,1,0,Revenue facility: terminal center,Clear,Daylight,Private property,Dry,,Dry,,Going Straight,Side Impact,Y,Compressed natural gas,5,Transit: bus,New Flyer of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,N,,,
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2016,2187321,2016-03-30T00:00:00.000,17:00:00,Non-Rail Collision,SFT,Motor Vehicle,5000,1,0,1,2,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Going Straight,Rear-ended,"Y,N,N",Compressed natural gas,5,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,N,N",,",,",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2016,2205970,2016-04-08T00:00:00.000,14:54:00,Non-Rail Collision,SFT,Person,0,1,0,1,0,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Making a left turn,Other front impact,Y,Compressed natural gas,5,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,N,,,
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2016,2205999,2016-04-14T00:00:00.000,10:45:00,Non-Rail Collision,SFT,Motor Vehicle,8000,2,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Going backwards,Other rear impact,"Y,N",Compressed natural gas,5,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2016,2206000,2016-04-19T00:00:00.000,14:10:00,Non-Rail Collision,SFT,Motor Vehicle,3000,4,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Making a left turn,Side Impact,"Y,N",Compressed natural gas,5,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2016,2206002,2016-04-26T00:00:00.000,08:30:00,Non-Rail Collision,SFT,Motor Vehicle,40000,1,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Going Straight,Head-On,"Y,N",Compressed natural gas,32,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"Y,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2016,2207164,2016-04-25T00:00:00.000,14:19:00,Other,SFT,,1000,2,0,0,0,Not a securement issue,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,Slip/Trip/Fall,,
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2016,2225822,2016-05-27T00:00:00.000,21:00:00,Non-Rail Collision,SFT,Motor Vehicle,22000,3,0,1,2,Roadway: not a grade crossing or intersection,Raining,Dark,Divided highway,Wet,,Wet,,Going Straight,Rear-ending,"Y,N,N",Diesel,40,Transit: demand response vehicle,International,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,,,,,,"Y,Y,N",,",,",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2016,2225731,2016-05-10T00:00:00.000,11:51:00,Non-Rail Collision,SFT,Motor Vehicle,20000,3,0,1,1,Bus Stop,Clear,Daylight,Street,Dry,,Dry,,Parked,Rear-ended,"Y,N",Compressed natural gas,0,Transit: bus,New Flyer of America,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2016,2225779,2016-05-10T00:00:00.000,11:22:00,Non-Rail Collision,SFT,Motor Vehicle,3000,3,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Going Straight,Sideswipe,"Y,N",Compressed natural gas,15,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2016,2254646,2016-06-09T00:00:00.000,12:40:00,Non Rail Fire,SFT,,125000,0,0,0,0,In or on vehicle,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Other electrical,Diesel,,,,
20217,2217,"Hampton Jitney, Inc.",Private-For-Profit Corporation,CB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,1215,9908805,2016,2287334,2016-06-17T00:00:00.000,23:30:00,Non-Rail Collision,SFT,Fixed Object,88782,0,0,1,0,Roadway: not a grade crossing or intersection,Clear,Dark,Divided highway,Dry,,Dry,,Going Straight,Sideswipe,Y,Diesel,30,Transit: over-the-road bus/coach,Prevost Car Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,N,,,
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2016,2285696,2016-07-08T00:00:00.000,18:40:00,Non-Rail Collision,SFT,Motor Vehicle,5000,1,0,1,2,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Going Straight,Rear-ending,"Y,N,N",Compressed natural gas,3,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,N,N",,",,",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2016,2285741,2016-07-15T00:00:00.000,07:32:00,Non-Rail Collision,SFT,Motor Vehicle,5000,2,0,1,2,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Going Straight,Rear-ending,"Y,N,N",Compressed natural gas,20,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,N,N",,",,",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2016,2285743,2016-07-27T00:00:00.000,13:00:00,Non-Rail Collision,SFT,Motor Vehicle,15000,3,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Stopped,Rear-ended,"Y,N",Compressed natural gas,0,Transit: bus,New Flyer of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,"N,Y",,",",
